# ID x y z r
0,0.248386,0.642074,0.447367,0.010843
1,0.184297,0.975854,0.143693,0.010843
2,0.203283,0.480527,0.570923,0.010841
3,0.258493,0.311790,0.667340,0.010840
4,0.907894,0.814995,0.616508,0.010840
5,0.300635,0.486288,0.249801,0.010838
6,0.677877,0.083893,0.919612,0.010838
7,0.799430,0.209589,0.911096,0.010837
8,0.083240,0.647649,0.992360,0.010836
9,0.608962,0.022778,0.120879,0.010836
10,0.786115,0.834904,0.868179,0.010836
11,0.048347,0.901888,0.487667,0.010835
12,0.641973,0.162867,0.847575,0.010835
13,0.480820,0.638183,0.944481,0.010834
14,0.707675,0.603148,0.424344,0.010834
15,0.613016,0.182187,0.419606,0.010833
16,0.548629,0.547643,0.066508,0.010832
17,0.165480,0.995442,0.077337,0.010832
18,0.809071,0.464525,0.226832,0.010831
19,0.664399,0.724222,0.467842,0.010830
20,0.490836,0.987930,0.451094,0.010829
21,0.519327,0.724363,0.558700,0.010829
22,0.424216,0.984315,0.959059,0.010829
23,0.906396,0.083215,0.574661,0.010828
24,0.937183,0.692703,0.663437,0.010828
25,0.583506,0.558052,0.611398,0.010828
26,0.840330,0.846678,0.302895,0.010828
27,0.659010,0.670767,0.534212,0.010825
28,0.327323,0.474575,0.238234,0.010823
29,0.520590,0.725483,0.606659,0.010823
30,0.393667,0.035927,0.455144,0.010823
31,0.273370,0.249590,0.756589,0.010821
32,0.858754,0.456018,0.621084,0.010821
33,0.838708,0.639719,0.122572,0.010820
34,0.626790,0.923876,0.734626,0.010820
35,0.300187,0.770743,0.163660,0.010820
36,0.378047,0.337919,0.811205,0.010819
37,0.465256,0.896999,0.017861,0.010819
38,0.498994,0.424630,0.337327,0.010818
39,0.349712,0.734038,0.611494,0.010818
40,0.703737,0.824389,0.327349,0.010818
41,0.237989,0.479371,0.549989,0.010817
42,0.470600,0.253040,0.687640,0.010817
43,0.209325,0.635171,0.165722,0.010817
44,0.784982,0.149790,0.096143,0.010815
45,0.334517,0.558701,0.087064,0.010814
46,0.032569,0.622605,0.845181,0.010814
47,0.887452,0.138939,0.379728,0.010814
48,0.546984,0.124753,0.431849,0.010814
49,0.044653,0.799885,0.886894,0.010814
50,0.974979,0.935632,0.686348,0.010814
51,0.462858,0.637812,0.477555,0.010813
52,0.679853,0.140797,0.726507,0.010813
53,0.207547,0.040964,0.702060,0.010813
54,0.132182,0.895730,0.097479,0.010813
55,0.980934,0.000209,0.001935,0.010812
56,0.517570,0.351587,0.841000,0.010812
57,0.227837,0.421857,0.182903,0.010811
58,0.748884,0.263487,0.872689,0.010811
59,0.771741,0.377326,0.767184,0.010810
60,0.275527,0.570316,0.676505,0.010810
61,0.807206,0.951807,0.763111,0.010809
62,0.600898,0.839684,0.938652,0.010808
63,0.564420,0.413320,0.112750,0.010808
64,0.043417,0.874740,0.031513,0.010808
65,0.660085,0.387427,0.345401,0.010807
66,0.693437,0.255187,0.811107,0.010806
67,0.356540,0.387632,0.682463,0.010806
68,0.485162,0.800976,0.970635,0.010806
69,0.319725,0.966802,0.096851,0.010805
70,0.986121,0.972149,0.883566,0.010805
71,0.884668,0.519711,0.265414,0.010804
72,0.755611,0.714945,0.886462,0.010803
73,0.037527,0.265305,0.115820,0.010802
74,0.281371,0.741140,0.638218,0.010801
75,0.084569,0.292289,0.320422,0.010801
76,0.452340,0.493467,0.242748,0.010800
77,0.287068,0.148066,0.402536,0.010799
78,0.596966,0.870193,0.680413,0.010799
79,0.980356,0.106447,0.788216,0.010798
80,0.442231,0.812190,0.956630,0.010798
81,0.342173,0.879861,0.219696,0.010797
82,0.278185,0.003485,0.098965,0.010797
83,0.115000,0.468997,0.787038,0.010797
84,0.198148,0.834709,0.835291,0.010796
85,0.694463,0.047726,0.418928,0.010796
86,0.838617,0.221719,0.940087,0.010795
87,0.461449,0.392384,0.726816,0.010794
88,0.207423,0.340656,0.819248,0.010794
89,0.709291,0.959735,0.375478,0.010793
90,0.141667,0.719788,0.071390,0.010792
91,0.469044,0.781652,0.603138,0.010791
92,0.898116,0.629563,0.310975,0.010790
93,0.793741,0.549075,0.123963,0.010790
94,0.167554,0.568839,0.438000,0.010790
95,0.288210,0.710849,0.939387,0.010789
96,0.052630,0.380776,0.880062,0.010789
97,0.926348,0.315755,0.127961,0.010789
98,0.680074,0.260683,0.165559,0.010788
99,0.460307,0.092744,0.747390,0.010787
100,0.181818,0.762033,0.716813,0.010787
101,0.435748,0.181689,0.693573,0.010787
102,0.206403,0.487536,0.626792,0.010784
103,0.560828,0.009634,0.112416,0.010784
104,0.105498,0.610756,0.809946,0.010784
105,0.589878,0.502960,0.019182,0.010784
106,0.615189,0.599803,0.908814,0.010784
107,0.126305,0.705605,0.614645,0.010783
108,0.996620,0.628053,0.660783,0.010783
109,0.873404,0.200089,0.175700,0.010782
110,0.413322,0.976129,0.427939,0.010781
111,0.918696,0.849925,0.182221,0.010781
112,0.655270,0.227596,0.867370,0.010781
113,0.704112,0.820811,0.877198,0.010780
114,0.969940,0.317210,0.781735,0.010780
115,0.713541,0.495064,0.418612,0.010780
116,0.294316,0.075978,0.551406,0.010780
117,0.784653,0.297563,0.843654,0.010780
118,0.680243,0.218558,0.270095,0.010780
119,0.169011,0.094861,0.805323,0.010779
120,0.950542,0.765447,0.754229,0.010778
121,0.088838,0.455639,0.572814,0.010778
122,0.095208,0.334634,0.655771,0.010777
123,0.502731,0.762515,0.443776,0.010777
124,0.373731,0.898872,0.028975,0.010777
125,0.300309,0.966498,0.228860,0.010777
126,0.121757,0.044122,0.392447,0.010777
127,0.994217,0.340416,0.581055,0.010776
128,0.669627,0.680032,0.916945,0.010776
129,0.176213,0.748036,0.212439,0.010776
130,0.583625,0.279773,0.784064,0.010776
131,0.675634,0.855040,0.019892,0.010775
132,0.379267,0.292306,0.040161,0.010775
133,0.913780,0.795883,0.080242,0.010775
134,0.785623,0.218515,0.714786,0.010775
135,0.453483,0.087365,0.844375,0.010775
136,0.352572,0.544158,0.960467,0.010773
137,0.040368,0.188603,0.786744,0.010773
138,0.863727,0.235819,0.518507,0.010773
139,0.273922,0.257881,0.725766,0.010772
