    0.22512E-01    0.10689E+01    0.80997E+00    0.11580E+00
    0.43194E+00    0.24810E+01    0.80092E+00    0.12120E+00
    0.78926E+00    0.13635E+01    0.27892E+01    0.12398E+00
    0.25689E+01    0.27404E+01    0.15673E+01    0.12440E+00
    0.18007E+01    0.21543E+00    0.18805E+01    0.11917E+00
    0.13597E+01    0.23190E+01    0.23918E+01    0.11656E+00
    0.27427E+00    0.16818E+01    0.17118E+01    0.12556E+00
    0.12957E+01    0.25445E+01    0.32853E+00    0.12858E+00
    0.27259E+01    0.40925E+00    0.71697E+00    0.12717E+00
    0.28648E+01    0.16574E+00    0.48970E+00    0.12115E+00
    0.21087E+01    0.25878E+01    0.24886E+01    0.12234E+00
    0.29570E+00    0.28195E+01    0.29117E+01    0.13518E+00
    0.18939E+01    0.24042E+01    0.18789E+01    0.11731E+00
    0.12675E+01    0.19232E+01    0.12508E+01    0.11505E+00
    0.26908E+01    0.20168E+01    0.14515E+01    0.11557E+00
    0.25278E+01    0.27862E+01    0.98289E+00    0.12229E+00
    0.41257E-02    0.11104E+01    0.81186E+00    0.11647E+00
    0.28216E+00    0.26307E+01    0.19134E+01    0.11252E+00
    0.11963E+01    0.19352E+01    0.11024E+01    0.12091E+00
    0.20297E+01    0.13353E+01    0.73715E+00    0.11849E+00
    0.76979E+00    0.92226E+00    0.51642E+00    0.11275E+00
    0.12769E+01    0.22541E+01    0.11034E+01    0.12747E+00
    0.73204E+00    0.23418E+00    0.14308E+01    0.11699E+00
    0.14161E+01    0.39212E+00    0.29279E+01    0.12254E+00
    0.21041E+01    0.11920E+01    0.10502E+01    0.11440E+00
    0.55051E+00    0.19745E+01    0.27048E+01    0.11121E+00
    0.17014E+01    0.57302E+00    0.21334E+01    0.12177E+00
    0.80701E+00    0.76639E+00    0.14883E+01    0.12019E+00
    0.68701E+00    0.65562E-01    0.89464E+00    0.12014E+00
    0.14378E+01    0.17382E+00    0.12643E+01    0.10784E+00
    0.14314E+01    0.24246E+01    0.11305E+01    0.11761E+00
    0.52799E+00    0.13202E+00    0.26733E+01    0.12081E+00
    0.26565E+01    0.17121E+01    0.72585E+00    0.12497E+00
    0.55517E+00    0.29019E+01    0.86011E-01    0.13591E+00
    0.88872E+00    0.26417E+01    0.26969E+01    0.13306E+00
    0.26098E+01    0.13108E+01    0.52548E+00    0.12195E+00
    0.23099E+01    0.16873E+01    0.16017E+01    0.11532E+00
    0.77580E-01    0.42611E+00    0.22870E-01    0.12018E+00
    0.20879E+00    0.18494E+00    0.32916E-01    0.11891E+00
    0.52728E+00    0.22962E+01    0.16999E+01    0.11198E+00
    0.91240E+00    0.12126E+00    0.27983E+01    0.11822E+00
    0.24219E+01    0.10608E+01    0.13036E+01    0.11875E+00
    0.14973E+01    0.66190E-01    0.14303E+01    0.11672E+00
    0.98424E+00    0.26425E+01    0.18314E+00    0.10809E+00
    0.10457E+01    0.27756E+01    0.12198E+00    0.12175E+00
    0.10223E+01    0.40342E+00    0.48701E+00    0.13191E+00
    0.62746E+00    0.22684E+01    0.20404E+00    0.11198E+00
    0.25282E+01    0.59517E+00    0.82172E+00    0.11507E+00
    0.15716E+01    0.88101E+00    0.16900E+01    0.11345E+00
    0.29209E+01    0.68773E+00    0.13692E+01    0.12026E+00
    0.11898E+01    0.10847E+01    0.16272E+01    0.12078E+00
    0.12517E+01    0.89186E+00    0.10097E+01    0.12652E+00
    0.21183E+01    0.14806E+01    0.28620E+00    0.11929E+00
    0.28169E+01    0.24639E+01    0.13646E+01    0.12195E+00
    0.29252E+01    0.12124E+01    0.11625E+01    0.11037E+00
    0.12644E+01    0.17331E+01    0.60898E-01    0.11183E+00
    0.10173E+01    0.22044E+01    0.15740E+01    0.11880E+00
    0.13597E+00    0.10259E+01    0.15760E+01    0.11769E+00
    0.73867E+00    0.25696E+01    0.77903E+00    0.12580E+00
    0.26960E+00    0.14235E+01    0.14584E+01    0.11544E+00
    0.14768E+01    0.27741E+01    0.25256E+00    0.12475E+00
    0.22723E+01    0.90235E+00    0.20720E+01    0.11244E+00
    0.24648E+01    0.13154E+01    0.17279E+01    0.12124E+00
    0.14025E+01    0.20000E+01    0.10920E+01    0.11618E+00
    0.11042E+01    0.62692E-01    0.49714E+00    0.12081E+00
    0.27068E+01    0.14808E+01    0.11998E+01    0.11037E+00
    0.15572E+01    0.18727E+00    0.17913E+01    0.12806E+00
    0.10913E+01    0.38718E+00    0.14870E+00    0.11532E+00
    0.13408E+00    0.23077E+00    0.21608E+01    0.11835E+00
    0.58468E+00    0.23498E+01    0.15976E+01    0.11265E+00
    0.10417E+01    0.21627E+01    0.31839E-01    0.11031E+00
    0.11596E+01    0.23283E+00    0.50351E+00    0.12769E+00
    0.53669E+00    0.64127E+00    0.20546E+01    0.10959E+00
    0.49696E+00    0.19983E+01    0.58638E+00    0.12451E+00
    0.13946E+01    0.11301E+01    0.17904E+01    0.11966E+00
    0.80881E+00    0.26387E+01    0.69903E+00    0.11480E+00
    0.19740E+01    0.15252E+01    0.23169E+01    0.11055E+00
    0.26978E+00    0.25355E+00    0.28757E+01    0.12493E+00
    0.16611E+01    0.23577E+01    0.50970E+00    0.11744E+00
    0.20044E+01    0.12233E+00    0.32521E+00    0.10928E+00
    0.20443E+01    0.10000E+00    0.17179E+01    0.11865E+00
    0.24898E+01    0.16070E+01    0.93339E+00    0.11927E+00
    0.28891E+01    0.12132E+01    0.26046E+01    0.11472E+00
    0.15392E+01    0.25563E+01    0.14984E+01    0.11560E+00
    0.90558E+00    0.66190E+00    0.11355E+00    0.11221E+00
    0.17310E+01    0.42037E+00    0.20984E+01    0.12569E+00
    0.14767E+01    0.28860E+01    0.14216E+01    0.10855E+00
    0.35696E+00    0.18678E+01    0.55472E+00    0.10952E+00
    0.85742E-01    0.21725E+01    0.71401E+00    0.12138E+00
    0.84415E+00    0.10013E+01    0.76621E+00    0.12045E+00
    0.26500E+01    0.27491E+01    0.17759E+01    0.12250E+00
    0.47149E+00    0.12268E+01    0.27436E+01    0.11868E+00
    0.14461E+01    0.27376E+01    0.21737E+01    0.12225E+00
    0.23976E+01    0.63921E+00    0.11721E+01    0.12162E+00
    0.52826E+00    0.12940E+01    0.11093E+01    0.12379E+00
    0.24319E+01    0.81096E+00    0.13283E+00    0.12245E+00
    0.19846E+01    0.13094E+00    0.43454E+00    0.11274E+00
    0.21778E+01    0.34826E+00    0.86280E+00    0.12295E+00
    0.20145E+01    0.26656E+01    0.23058E+01    0.11446E+00
    0.11776E+00    0.12216E+01    0.13532E+01    0.11951E+00
    0.22021E+01    0.13138E+01    0.11475E+01    0.12453E+00
    0.13750E+01    0.79500E+00    0.21717E+01    0.12145E+00
    0.27622E+01    0.19651E+00    0.24154E+01    0.12339E+00
    0.50988E+00    0.18656E+01    0.49131E+00    0.11904E+00
    0.20467E+00    0.24664E+01    0.88594E+00    0.13314E+00
    0.26440E+01    0.11365E+01    0.29337E+01    0.11813E+00
    0.12734E+01    0.82944E+00    0.29321E+01    0.12356E+00
    0.56513E+00    0.24760E+01    0.20987E+00    0.12348E+00
    0.10233E+01    0.24452E+01    0.26327E+01    0.11538E+00
    0.78728E+00    0.23297E+01    0.14290E+01    0.12685E+00
    0.52297E+00    0.72127E+00    0.57275E+00    0.11372E+00
    0.17408E+01    0.27230E+01    0.28550E+01    0.11854E+00
    0.15662E+01    0.23644E+01    0.24189E+00    0.11762E+00
    0.84648E+00    0.30969E+00    0.20562E+01    0.12869E+00
    0.87634E+00    0.21235E+01    0.12630E+01    0.12540E+00
    0.17525E+00    0.22080E+01    0.23390E+01    0.11026E+00
    0.12592E+01    0.13171E+01    0.29759E+00    0.13114E+00
    0.87545E+00    0.29263E+01    0.88639E+00    0.13006E+00
    0.12894E+01    0.14642E+01    0.15832E+01    0.11360E+00
    0.74082E+00    0.16696E+01    0.22374E+01    0.12934E+00
    0.17266E+01    0.26499E+01    0.13752E+01    0.13366E+00
    0.15710E+01    0.19651E+00    0.22534E+01    0.12210E+00
    0.80065E+00    0.52405E+00    0.95186E+00    0.12233E+00
    0.17950E+01    0.18187E+01    0.17825E+01    0.11979E+00
    0.14853E+01    0.26001E+01    0.20667E+01    0.11411E+00
    0.60602E+00    0.11128E+01    0.14497E+01    0.11982E+00
    0.26139E+01    0.16503E-01    0.55535E+00    0.11875E+00
    0.17830E+01    0.62934E+00    0.16420E+01    0.11453E+00
    0.19062E+01    0.21614E+01    0.18590E+01    0.11940E+00
    0.15147E+01    0.19098E+01    0.23157E+01    0.13458E+00
    0.10217E+01    0.10170E+01    0.23412E+01    0.12888E+00
    0.96720E+00    0.19875E+00    0.55499E+00    0.11527E+00
    0.10239E+01    0.22306E+01    0.15704E+01    0.13153E+00
    0.85060E+00    0.19676E+01    0.18520E+01    0.12964E+00
    0.49203E+00    0.17041E-02    0.22880E+01    0.11135E+00
    0.24161E+01    0.49086E+00    0.23845E+01    0.12064E+00
    0.26709E+00    0.23287E+01    0.27028E+01    0.12429E+00
    0.11004E+01    0.27869E+01    0.18283E+01    0.11980E+00
    0.14709E+00    0.89688E-04    0.86459E-01    0.11552E+00
    0.22234E+00    0.28324E+01    0.17210E+01    0.12261E+00
    0.69087E+00    0.11535E+01    0.65670E+00    0.11317E+00
