    0.34094E+01    0.16506E+01    0.33103E+01    0.21956E+00
    0.18197E+01    0.35852E+01    0.61034E+01    0.25915E+00
    0.29179E+01    0.11458E+01    0.35108E+01    0.28146E+00
    0.68917E+01    0.71973E+01    0.28646E+01    0.28490E+00
    0.73965E+01    0.10466E+01    0.71966E+01    0.24374E+00
    0.62631E+01    0.27802E+01    0.29632E+01    0.22485E+00
    0.57098E+01    0.64322E+01    0.64785E+01    0.29471E+00
    0.28566E+01    0.45404E+01    0.79117E+01    0.32127E+00
    0.12752E+01    0.63276E+01    0.74462E+01    0.30866E+00
    0.48703E+01    0.27903E+01    0.22333E+01    0.25878E+00
    0.68477E+01    0.10235E+01    0.12518E+01    0.26810E+00
    0.77920E+01    0.37805E+01    0.46336E+01    0.38548E+00
    0.42081E+01    0.70396E+01    0.68640E+01    0.23018E+00
    0.57522E+01    0.31053E+00    0.20386E+01    0.21444E+00
    0.24676E+01    0.32036E+01    0.47358E+01    0.21799E+00
    0.28982E+01    0.73507E+01    0.14015E+00    0.26770E+00
    0.49877E+00    0.32662E+01    0.62337E+01    0.22425E+00
    0.17836E+01    0.62010E+01    0.43252E+01    0.19781E+00
    0.76302E+01    0.13897E+01    0.71629E+00    0.25690E+00
    0.74292E+01    0.62458E+01    0.64194E+01    0.23871E+00
    0.63300E+01    0.46167E+01    0.21297E+01    0.19928E+00
    0.67068E+01    0.30657E+01    0.61037E+00    0.31130E+00
    0.39028E+00    0.24158E+01    0.17556E+01    0.22789E+00
    0.83469E-01    0.50751E+01    0.15155E+01    0.26969E+00
    0.37887E+01    0.30719E+01    0.66519E-01    0.21010E+00
    0.69881E+01    0.89037E+00    0.18265E+01    0.18956E+00
    0.35099E+01    0.20034E+01    0.12543E+01    0.26362E+00
    0.77962E+01    0.44032E+01    0.77354E+01    0.25142E+00
    0.36573E+01    0.37866E+01    0.78128E+01    0.25100E+00
    0.33548E+01    0.75174E+01    0.78786E+01    0.16948E+00
    0.23778E+00    0.65780E+01    0.47659E+01    0.23230E+00
    0.68855E-01    0.27315E+00    0.14324E+01    0.25617E+00
    0.67239E+01    0.55587E+01    0.56228E+01    0.28972E+00
    0.36197E+01    0.15460E+01    0.69014E+01    0.39308E+00
    0.60336E+01    0.64827E+01    0.46998E+01    0.36393E+00
    0.80140E+00    0.10451E+01    0.18638E+01    0.26501E+00
    0.61980E+01    0.35679E+01    0.57021E+01    0.21625E+00
    0.46902E+01    0.14381E+01    0.59371E+01    0.25132E+00
    0.13798E+01    0.14286E+01    0.58795E+01    0.24178E+00
    0.79703E+01    0.40246E+01    0.13799E+01    0.19436E+00
    0.16434E+01    0.57464E+01    0.90459E+00    0.23672E+00
    0.32311E+01    0.67547E+01    0.69915E+01    0.24057E+00
    0.37292E+01    0.63639E+01    0.26253E+01    0.22602E+00
    0.20968E+01    0.27762E+01    0.69016E+01    0.17092E+00
    0.79391E+01    0.11310E+01    0.69657E+01    0.26348E+00
    0.24422E+01    0.23847E+01    0.78770E+01    0.35264E+00
    0.52278E+01    0.70875E+01    0.59846E+01    0.19437E+00
    0.46412E+01    0.63150E+01    0.22609E+01    0.21461E+00
    0.26757E+01    0.73265E+01    0.25146E+01    0.20381E+00
    0.22854E+01    0.11920E+01    0.56716E+01    0.25191E+00
    0.73257E+01    0.50514E+01    0.48998E+00    0.25587E+00
